date,adj,close,raw,div,split
1993-12-03,1.145833,1.145833,1.145833,0,1
1993-12-06,1.3125,1.3125,1.3125,0,1
1993-12-07,1.208333,1.208333,1.208333,0,1
1993-12-08,1.166667,1.166667,1.166667,0,1
1993-12-09,1.104167,1.104167,1.104167,0,1
1993-12-10,1.125,1.125,1.125,0,1
1993-12-13,1.020833,1.020833,1.020833,0,1
1993-12-14,0.958333,0.958333,0.958333,0,1
1993-12-15,0.979167,0.979167,0.979167,0,1
1993-12-16,0.958333,0.958333,0.958333,0,1
1993-12-17,0.979167,0.979167,0.979167,0,1
1993-12-20,0.958333,0.958333,0.958333,0,1
1993-12-21,0.958333,0.958333,0.958333,0,1
1993-12-22,0.958333,0.958333,0.958333,0,1
1993-12-23,0.9375,0.9375,0.9375,0,1
1993-12-27,1.020833,1.020833,1.020833,0,1
1993-12-28,1,1,1,0,1
1993-12-29,0.9375,0.9375,0.9375,0,1
1993-12-30,0.916667,0.916667,0.916667,0,1
1993-12-31,0.958333,0.958333,0.958333,0,1
1994-01-03,0.9375,0.9375,0.9375,0,1
1994-01-04,0.895833,0.895833,0.895833,0,1
1994-01-05,0.958333,0.958333,0.958333,0,1
1994-01-06,0.916667,0.916667,0.916667,0,1
1994-01-07,1,1,1,0,1
1994-01-10,1,1,1,0,1
1994-01-11,1.020833,1.020833,1.020833,0,1
1994-01-12,1.041667,1.041667,1.041667,0,1
1994-01-13,1.041667,1.041667,1.041667,0,1
1994-01-14,1.041667,1.041667,1.041667,0,1
1994-01-17,1.041667,1.041667,1.041667,0,1
1994-01-18,1.041667,1.041667,1.041667,0,1
1994-01-19,1.03125,1.03125,1.03125,0,1
1994-01-20,1.041667,1.041667,1.041667,0,1
1994-01-21,1.041667,1.041667,1.041667,0,1
1994-01-24,1.0625,1.0625,1.0625,0,1
1994-01-25,1.0625,1.0625,1.0625,0,1
1994-01-26,1.0625,1.0625,1.0625,0,1
1994-01-27,1.041667,1.041667,1.041667,0,1
1994-01-28,1.041667,1.041667,1.041667,0,1
1994-01-31,1.083333,1.083333,1.083333,0,1
1994-02-01,1.041667,1.041667,1.041667,0,1
1994-02-02,1.020833,1.020833,1.020833,0,1
1994-02-03,1.020833,1.020833,1.020833,0,1
1994-02-04,0.9375,0.9375,0.9375,0,1
1994-02-07,0.916667,0.916667,0.916667,0,1
1994-02-08,0.916667,0.916667,0.916667,0,1
1994-02-09,0.916667,0.916667,0.916667,0,1
1994-02-10,0.875,0.875,0.875,0,1
1994-02-11,0.927083,0.927083,0.927083,0,1
1994-02-14,1,1,1,0,1
1994-02-15,0.9375,0.9375,0.9375,0,1
1994-02-16,0.979167,0.979167,0.979167,0,1
1994-02-17,0.96875,0.96875,0.96875,0,1
1994-02-18,0.958333,0.958333,0.958333,0,1
1994-02-22,0.958333,0.958333,0.958333,0,1
1994-02-23,0.9375,0.9375,0.9375,0,1
1994-02-24,0.916667,0.916667,0.916667,0,1
1994-02-25,0.895833,0.895833,0.895833,0,1
1994-02-28,0.875,0.875,0.875,0,1
1994-03-01,0.833333,0.833333,0.833333,0,1
1994-03-02,0.833333,0.833333,0.833333,0,1
1994-03-03,0.770833,0.770833,0.770833,0,1
1994-03-04,0.8125,0.8125,0.8125,0,1
1994-03-07,0.791667,0.791667,0.791667,0,1
1994-03-08,0.8125,0.8125,0.8125,0,1
1994-03-09,0.8125,0.8125,0.8125,0,1
1994-03-10,0.791667,0.791667,0.791667,0,1
1994-03-11,0.708333,0.708333,0.708333,0,1
1994-03-14,0.75,0.75,0.75,0,1
1994-03-15,0.729167,0.729167,0.729167,0,1
1994-03-16,0.729167,0.729167,0.729167,0,1
1994-03-17,0.75,0.75,0.75,0,1
1994-03-18,0.729167,0.729167,0.729167,0,1
1994-03-21,0.75,0.75,0.75,0,1
1994-03-22,0.708333,0.708333,0.708333,0,1
1994-03-23,0.6875,0.6875,0.6875,0,1
1994-03-24,0.677083,0.677083,0.677083,0,1
1994-03-25,0.708333,0.708333,0.708333,0,1
1994-03-28,0.666667,0.666667,0.666667,0,1
1994-03-29,0.666667,0.666667,0.666667,0,1
1994-03-30,0.645833,0.645833,0.645833,0,1
1994-03-31,0.645833,0.645833,0.645833,0,1
1994-04-04,0.635417,0.635417,0.635417,0,1
1994-04-05,0.666667,0.666667,0.666667,0,1
1994-04-06,0.645833,0.645833,0.645833,0,1
1994-04-07,0.645833,0.645833,0.645833,0,1
1994-04-08,0.645833,0.645833,0.645833,0,1
1994-04-11,0.625,0.625,0.625,0,1
1994-04-12,0.583333,0.583333,0.583333,0,1
1994-04-13,0.583333,0.583333,0.583333,0,1
1994-04-14,0.541667,0.541667,0.541667,0,1
1994-04-15,0.604167,0.604167,0.604167,0,1
1994-04-18,0.625,0.625,0.625,0,1
1994-04-19,0.583333,0.583333,0.583333,0,1
1994-04-20,0.5625,0.5625,0.5625,0,1
1994-04-21,0.583333,0.583333,0.583333,0,1
1994-04-22,0.5625,0.5625,0.5625,0,1
1994-04-25,0.5625,0.5625,0.5625,0,1
1994-04-26,0.5625,0.5625,0.5625,0,1
1994-04-28,0.5625,0.5625,0.5625,0,1
1994-04-29,0.604167,0.604167,0.604167,0,1
1994-05-02,0.604167,0.604167,0.604167,0,1
1994-05-03,0.666667,0.666667,0.666667,0,1
1994-05-04,0.708333,0.708333,0.708333,0,1
1994-05-05,0.6875,0.6875,0.6875,0,1
1994-05-06,0.645833,0.645833,0.645833,0,1
1994-05-09,0.625,0.625,0.625,0,1
1994-05-10,0.666667,0.666667,0.666667,0,1
1994-05-11,0.666667,0.666667,0.666667,0,1
1994-05-12,0.6875,0.6875,0.6875,0,1
1994-05-13,0.708333,0.708333,0.708333,0,1
1994-05-16,0.6875,0.6875,0.6875,0,1
1994-05-17,0.645833,0.645833,0.645833,0,1
1994-05-18,0.645833,0.645833,0.645833,0,1
1994-05-19,0.645833,0.645833,0.645833,0,1
1994-05-20,0.645833,0.645833,0.645833,0,1
1994-05-23,0.625,0.625,0.625,0,1
1994-05-24,0.625,0.625,0.625,0,1
1994-05-25,0.645833,0.645833,0.645833,0,1
1994-05-26,0.604167,0.604167,0.604167,0,1
1994-05-27,0.625,0.625,0.625,0,1
1994-05-31,0.625,0.625,0.625,0,1
1994-06-01,0.645833,0.645833,0.645833,0,1
1994-06-02,0.604167,0.604167,0.604167,0,1
1994-06-03,0.604167,0.604167,0.604167,0,1
1994-06-06,0.604167,0.604167,0.604167,0,1
1994-06-07,0.583333,0.583333,0.583333,0,1
1994-06-08,0.541667,0.541667,0.541667,0,1
1994-06-09,0.541667,0.541667,0.541667,0,1
1994-06-10,0.5,0.5,0.5,0,1
1994-06-13,0.5,0.5,0.5,0,1
1994-06-14,0.520833,0.520833,0.520833,0,1
1994-06-15,0.520833,0.520833,0.520833,0,1
1994-06-16,0.520833,0.520833,0.520833,0,1
1994-06-17,0.5,0.5,0.5,0,1
1994-06-20,0.479167,0.479167,0.479167,0,1
1994-06-21,0.416667,0.416667,0.416667,0,1
1994-06-22,0.479167,0.479167,0.479167,0,1
1994-06-23,0.4375,0.4375,0.4375,0,1
1994-06-24,0.416667,0.416667,0.416667,0,1
1994-06-27,0.40625,0.40625,0.40625,0,1
1994-06-28,0.40625,0.40625,0.40625,0,1
1994-06-29,0.40625,0.40625,0.40625,0,1
1994-06-30,0.40625,0.40625,0.40625,0,1
1994-07-01,0.4375,0.4375,0.4375,0,1
1994-07-05,0.458333,0.458333,0.458333,0,1
1994-07-06,0.458333,0.458333,0.458333,0,1
1994-07-07,0.5,0.5,0.5,0,1
1994-07-08,0.479167,0.479167,0.479167,0,1
1994-07-11,0.479167,0.479167,0.479167,0,1
1994-07-12,0.46875,0.46875,0.46875,0,1
1994-07-13,0.447917,0.447917,0.447917,0,1
1994-07-14,0.458333,0.458333,0.458333,0,1
1994-07-15,0.4375,0.4375,0.4375,0,1
1994-07-18,0.4375,0.4375,0.4375,0,1
1994-07-19,0.4375,0.4375,0.4375,0,1
1994-07-20,0.427083,0.427083,0.427083,0,1
1994-07-21,0.458333,0.458333,0.458333,0,1
1994-07-22,0.5,0.5,0.5,0,1
1994-07-25,0.479167,0.479167,0.479167,0,1
1994-07-26,0.479167,0.479167,0.479167,0,1
1994-07-27,0.479167,0.479167,0.479167,0,1
1994-07-28,0.395833,0.395833,0.395833,0,1
1994-07-29,0.458333,0.458333,0.458333,0,1
1994-08-01,0.416667,0.416667,0.416667,0,1
1994-08-02,0.421875,0.421875,0.421875,0,1
1994-08-03,0.458333,0.458333,0.458333,0,1
1994-08-04,0.458333,0.458333,0.458333,0,1
1994-08-05,0.458333,0.458333,0.458333,0,1
1994-08-08,0.416667,0.416667,0.416667,0,1
1994-08-09,0.416667,0.416667,0.416667,0,1
1994-08-10,0.416667,0.416667,0.416667,0,1
1994-08-11,0.4375,0.4375,0.4375,0,1
1994-08-12,0.447917,0.447917,0.447917,0,1
1994-08-15,0.458333,0.458333,0.458333,0,1
1994-08-16,0.520833,0.520833,0.520833,0,1
1994-08-17,0.5,0.5,0.5,0,1
1994-08-18,0.5,0.5,0.5,0,1
1994-08-19,0.479167,0.479167,0.479167,0,1
1994-08-22,0.520833,0.520833,0.520833,0,1
1994-08-23,0.5,0.5,0.5,0,1
1994-08-24,0.458333,0.458333,0.458333,0,1
1994-08-25,0.5,0.5,0.5,0,1
1994-08-26,0.458333,0.458333,0.458333,0,1
1994-08-29,0.458333,0.458333,0.458333,0,1
1994-08-30,0.5,0.5,0.5,0,1
1994-08-31,0.458333,0.458333,0.458333,0,1
1994-09-01,0.458333,0.458333,0.458333,0,1
1994-09-02,0.458333,0.458333,0.458333,0,1
1994-09-06,0.479167,0.479167,0.479167,0,1
1994-09-07,0.5,0.5,0.5,0,1
1994-09-08,0.5,0.5,0.5,0,1
1994-09-09,0.479167,0.479167,0.479167,0,1
1994-09-12,0.489583,0.489583,0.489583,0,1
1994-09-13,0.5,0.5,0.5,0,1
1994-09-14,0.489583,0.489583,0.489583,0,1
1994-09-15,0.479167,0.479167,0.479167,0,1
1994-09-16,0.479167,0.479167,0.479167,0,1
1994-09-19,0.479167,0.479167,0.479167,0,1
1994-09-20,0.4375,0.4375,0.4375,0,1
1994-09-21,0.4375,0.4375,0.4375,0,1
1994-09-22,0.458333,0.458333,0.458333,0,1
1994-09-23,0.458333,0.458333,0.458333,0,1
1994-09-26,0.4375,0.4375,0.4375,0,1
1994-09-27,0.416667,0.416667,0.416667,0,1
1994-09-28,0.416667,0.416667,0.416667,0,1
1994-09-29,0.40625,0.40625,0.40625,0,1
1994-09-30,0.395833,0.395833,0.395833,0,1
1994-10-03,0.395833,0.395833,0.395833,0,1
1994-10-04,0.375,0.375,0.375,0,1
1994-10-05,0.385417,0.385417,0.385417,0,1
1994-10-06,0.375,0.375,0.375,0,1
1994-10-07,0.395833,0.395833,0.395833,0,1
1994-10-10,0.375,0.375,0.375,0,1
1994-10-11,0.395833,0.395833,0.395833,0,1
1994-10-12,0.375,0.375,0.375,0,1
1994-10-13,0.40625,0.40625,0.40625,0,1
1994-10-14,0.40625,0.40625,0.40625,0,1
1994-10-17,0.395833,0.395833,0.395833,0,1
1994-10-18,0.395833,0.395833,0.395833,0,1
1994-10-19,0.416667,0.416667,0.416667,0,1
1994-10-20,0.395833,0.395833,0.395833,0,1
1994-10-21,0.416667,0.416667,0.416667,0,1
1994-10-24,0.427083,0.427083,0.427083,0,1
1994-10-25,0.395833,0.395833,0.395833,0,1
1994-10-26,0.395833,0.395833,0.395833,0,1
1994-10-27,0.4375,0.4375,0.4375,0,1
1994-10-28,0.489583,0.489583,0.489583,0,1
1994-10-31,0.479167,0.479167,0.479167,0,1
1994-11-01,0.458333,0.458333,0.458333,0,1
1994-11-02,0.4375,0.4375,0.4375,0,1
1994-11-03,0.479167,0.479167,0.479167,0,1
1994-11-04,0.4375,0.4375,0.4375,0,1
1994-11-07,0.447917,0.447917,0.447917,0,1
1994-11-08,0.4375,0.4375,0.4375,0,1
1994-11-09,0.4375,0.4375,0.4375,0,1
1994-11-10,0.416667,0.416667,0.416667,0,1
1994-11-11,0.416667,0.416667,0.416667,0,1
1994-11-14,0.4375,0.4375,0.4375,0,1
1994-11-15,0.416667,0.416667,0.416667,0,1
1994-11-16,0.395833,0.395833,0.395833,0,1
1994-11-17,0.416667,0.416667,0.416667,0,1
1994-11-18,0.416667,0.416667,0.416667,0,1
1994-11-21,0.416667,0.416667,0.416667,0,1
1994-11-22,0.416667,0.416667,0.416667,0,1
1994-11-23,0.427083,0.427083,0.427083,0,1
1994-11-25,0.427083,0.427083,0.427083,0,1
1994-11-28,0.416667,0.416667,0.416667,0,1
1994-11-29,0.416667,0.416667,0.416667,0,1
1994-11-30,0.416667,0.416667,0.416667,0,1
1994-12-01,0.4375,0.4375,0.4375,0,1
1994-12-02,0.416667,0.416667,0.416667,0,1
1994-12-05,0.416667,0.416667,0.416667,0,1
1994-12-06,0.395833,0.395833,0.395833,0,1
1994-12-07,0.416667,0.416667,0.416667,0,1
1994-12-08,0.395833,0.395833,0.395833,0,1
1994-12-09,0.375,0.375,0.375,0,1
1994-12-12,0.375,0.375,0.375,0,1
1994-12-13,0.375,0.375,0.375,0,1
1994-12-14,0.375,0.375,0.375,0,1
1994-12-15,0.375,0.375,0.375,0,1
1994-12-16,0.354167,0.354167,0.354167,0,1
1994-12-19,0.375,0.375,0.375,0,1
1994-12-20,0.354167,0.354167,0.354167,0,1
1994-12-21,0.364583,0.364583,0.364583,0,1
1994-12-22,0.375,0.375,0.375,0,1
1994-12-23,0.375,0.375,0.375,0,1
1994-12-27,0.364583,0.364583,0.364583,0,1
1994-12-28,0.354167,0.354167,0.354167,0,1
1994-12-29,0.354167,0.354167,0.354167,0,1
1994-12-30,0.354167,0.354167,0.354167,0,1
1995-01-03,0.395833,0.395833,0.395833,0,1
1995-01-04,0.416667,0.416667,0.416667,0,1
1995-01-05,0.375,0.375,0.375,0,1
1995-01-06,0.416667,0.416667,0.416667,0,1
1995-01-09,0.40625,0.40625,0.40625,0,1
1995-01-10,0.416667,0.416667,0.416667,0,1
1995-01-11,0.416667,0.416667,0.416667,0,1
1995-01-12,0.40625,0.40625,0.40625,0,1
1995-01-13,0.4375,0.4375,0.4375,0,1
1995-01-16,0.4375,0.4375,0.4375,0,1
1995-01-17,0.395833,0.395833,0.395833,0,1
1995-01-18,0.395833,0.395833,0.395833,0,1
1995-01-19,0.385417,0.385417,0.385417,0,1
1995-01-20,0.416667,0.416667,0.416667,0,1
1995-01-23,0.416667,0.416667,0.416667,0,1
1995-01-24,0.416667,0.416667,0.416667,0,1
1995-01-25,0.427083,0.427083,0.427083,0,1
1995-01-26,0.427083,0.427083,0.427083,0,1
1995-01-27,0.416667,0.416667,0.416667,0,1
1995-01-30,0.416667,0.416667,0.416667,0,1
1995-01-31,0.427083,0.427083,0.427083,0,1
1995-02-01,0.4375,0.4375,0.4375,0,1
1995-02-02,0.46875,0.46875,0.46875,0,1
1995-02-03,0.458333,0.458333,0.458333,0,1
1995-02-06,0.479167,0.479167,0.479167,0,1
1995-02-07,0.458333,0.458333,0.458333,0,1
1995-02-08,0.46875,0.46875,0.46875,0,1
1995-02-09,0.4375,0.4375,0.4375,0,1
1995-02-10,0.479167,0.479167,0.479167,0,1
1995-02-13,0.541667,0.541667,0.541667,0,1
1995-02-14,0.604167,0.604167,0.604167,0,1
1995-02-15,0.666667,0.666667,0.666667,0,1
1995-02-16,0.6875,0.6875,0.6875,0,1
1995-02-17,0.645833,0.645833,0.645833,0,1
1995-02-21,0.625,0.625,0.625,0,1
1995-02-22,0.625,0.625,0.625,0,1
1995-02-23,0.625,0.625,0.625,0,1
1995-02-24,0.625,0.625,0.625,0,1
1995-02-27,0.625,0.625,0.625,0,1
1995-02-28,0.625,0.625,0.625,0,1
1995-03-01,0.625,0.625,0.625,0,1
1995-03-02,0.625,0.625,0.625,0,1
1995-03-03,0.6875,0.6875,0.6875,0,1
1995-03-06,0.6875,0.6875,0.6875,0,1
1995-03-07,0.6875,0.6875,0.6875,0,1
1995-03-08,0.6875,0.6875,0.6875,0,1
1995-03-09,0.666667,0.666667,0.666667,0,1
1995-03-10,0.625,0.625,0.625,0,1
1995-03-13,0.604167,0.604167,0.604167,0,1
1995-03-14,0.625,0.625,0.625,0,1
1995-03-15,0.604167,0.604167,0.604167,0,1
1995-03-16,0.75,0.75,0.75,0,1
1995-03-17,0.6875,0.6875,0.6875,0,1
1995-03-20,0.666667,0.666667,0.666667,0,1
1995-03-21,0.625,0.625,0.625,0,1
1995-03-22,0.6875,0.6875,0.6875,0,1
1995-03-23,0.645833,0.645833,0.645833,0,1
1995-03-24,0.666667,0.666667,0.666667,0,1
1995-03-27,0.645833,0.645833,0.645833,0,1
1995-03-28,0.625,0.625,0.625,0,1
1995-03-29,0.65625,0.65625,0.65625,0,1
1995-03-30,0.625,0.625,0.625,0,1
1995-03-31,0.625,0.625,0.625,0,1
1995-04-03,0.625,0.625,0.625,0,1
1995-04-04,0.604167,0.604167,0.604167,0,1
1995-04-05,0.645833,0.645833,0.645833,0,1
1995-04-06,0.635417,0.635417,0.635417,0,1
1995-04-07,0.614583,0.614583,0.614583,0,1
1995-04-10,0.625,0.625,0.625,0,1
1995-04-11,0.583333,0.583333,0.583333,0,1
1995-04-12,0.604167,0.604167,0.604167,0,1
1995-04-13,0.583333,0.583333,0.583333,0,1
1995-04-17,0.614583,0.614583,0.614583,0,1
1995-04-18,0.65625,0.65625,0.65625,0,1
1995-04-19,0.65625,0.65625,0.65625,0,1
1995-04-20,0.645833,0.645833,0.645833,0,1
1995-04-21,0.65625,0.65625,0.65625,0,1
1995-04-24,0.645833,0.645833,0.645833,0,1
1995-04-25,0.65625,0.65625,0.65625,0,1
1995-04-26,0.645833,0.645833,0.645833,0,1
1995-04-27,0.666667,0.666667,0.666667,0,1
1995-04-28,0.666667,0.666667,0.666667,0,1
1995-05-01,0.677083,0.677083,0.677083,0,1
1995-05-02,0.677083,0.677083,0.677083,0,1
1995-05-03,0.729167,0.729167,0.729167,0,1
1995-05-04,0.708333,0.708333,0.708333,0,1
1995-05-05,0.708333,0.708333,0.708333,0,1
1995-05-08,0.708333,0.708333,0.708333,0,1
1995-05-09,0.729167,0.729167,0.729167,0,1
1995-05-10,0.729167,0.729167,0.729167,0,1
1995-05-11,0.6875,0.6875,0.6875,0,1
1995-05-12,0.708333,0.708333,0.708333,0,1
1995-05-15,0.71875,0.71875,0.71875,0,1
1995-05-16,0.729167,0.729167,0.729167,0,1
1995-05-17,0.6875,0.6875,0.6875,0,1
1995-05-18,0.645833,0.645833,0.645833,0,1
1995-05-19,0.666667,0.666667,0.666667,0,1
1995-05-22,0.708333,0.708333,0.708333,0,1
1995-05-23,0.708333,0.708333,0.708333,0,1
1995-05-24,0.729167,0.729167,0.729167,0,1
1995-05-25,0.729167,0.729167,0.729167,0,1
1995-05-26,0.6875,0.6875,0.6875,0,1
1995-05-30,0.75,0.75,0.75,0,1
1995-05-31,0.75,0.75,0.75,0,1
1995-06-01,0.729167,0.729167,0.729167,0,1
1995-06-02,0.708333,0.708333,0.708333,0,1
1995-06-05,0.708333,0.708333,0.708333,0,1
1995-06-06,0.729167,0.729167,0.729167,0,1
1995-06-07,0.708333,0.708333,0.708333,0,1
1995-06-08,0.729167,0.729167,0.729167,0,1
1995-06-09,0.729167,0.729167,0.729167,0,1
1995-06-12,0.75,0.75,0.75,0,1
1995-06-13,0.822917,0.822917,0.822917,0,1
1995-06-14,0.84375,0.84375,0.84375,0,1
1995-06-15,0.822917,0.822917,0.822917,0,1
1995-06-16,0.854167,0.854167,0.854167,0,1
1995-06-19,0.916667,0.916667,0.916667,0,1
1995-06-20,0.854167,0.854167,0.854167,0,1
1995-06-21,0.833333,0.833333,0.833333,0,1
1995-06-22,0.875,0.875,0.875,0,1
1995-06-23,0.875,0.875,0.875,0,1
1995-06-26,0.864583,0.864583,0.864583,0,1
1995-06-27,0.854167,0.854167,0.854167,0,1
1995-06-28,0.875,0.875,0.875,0,1
1995-06-29,0.875,0.875,0.875,0,1
1995-06-30,0.9375,0.9375,0.9375,0,1
1995-07-03,0.9375,0.9375,0.9375,0,1
1995-07-05,0.916667,0.916667,0.916667,0,1
1995-07-06,1.020833,1.020833,1.020833,0,1
1995-07-07,0.958333,0.958333,0.958333,0,1
1995-07-10,1,1,1,0,1
1995-07-11,1.083333,1.083333,1.083333,0,1
1995-07-12,1.0625,1.0625,1.0625,0,1
1995-07-13,1.041667,1.041667,1.041667,0,1
1995-07-14,1.020833,1.020833,1.020833,0,1
1995-07-17,1.041667,1.041667,1.041667,0,1
1995-07-18,1.020833,1.020833,1.020833,0,1
1995-07-19,0.979167,0.979167,0.979167,0,1
1995-07-20,0.90625,0.90625,0.90625,0,1
1995-07-21,1,1,1,0,1
1995-07-24,1.041667,1.041667,1.041667,0,1
1995-07-25,1.041667,1.041667,1.041667,0,1
1995-07-26,1,1,1,0,1
1995-07-27,1.0625,1.0625,1.0625,0,1
1995-07-28,1.0625,1.0625,1.0625,0,1
1995-07-31,1.125,1.125,1.125,0,1
1995-08-01,1.104167,1.104167,1.104167,0,1
1995-08-02,1.0625,1.0625,1.0625,0,1
1995-08-03,1.020833,1.020833,1.020833,0,1
1995-08-04,1.020833,1.020833,1.020833,0,1
1995-08-07,1.041667,1.041667,1.041667,0,1
1995-08-08,1.020833,1.020833,1.020833,0,1
1995-08-09,1.020833,1.020833,1.020833,0,1
1995-08-10,1.291667,1.291667,1.291667,0,1
1995-08-11,1.270833,1.270833,1.270833,0,1
1995-08-14,1.25,1.25,1.25,0,1
1995-08-15,1.270833,1.270833,1.270833,0,1
1995-08-16,1.270833,1.270833,1.270833,0,1
1995-08-17,1.229167,1.229167,1.229167,0,1
1995-08-18,1.270833,1.270833,1.270833,0,1
1995-08-21,1.270833,1.270833,1.270833,0,1
1995-08-22,1.25,1.25,1.25,0,1
1995-08-23,1.229167,1.229167,1.229167,0,1
1995-08-24,1.1875,1.1875,1.1875,0,1
1995-08-25,1.208333,1.208333,1.208333,0,1
1995-08-28,1.166667,1.166667,1.166667,0,1
1995-08-29,1.104167,1.104167,1.104167,0,1
1995-08-30,1.145833,1.145833,1.145833,0,1
1995-08-31,1.145833,1.145833,1.145833,0,1
1995-09-01,1.208333,1.208333,1.208333,0,1
1995-09-05,1.34375,1.34375,1.34375,0,1
1995-09-06,1.291667,1.291667,1.291667,0,1
1995-09-07,1.25,1.25,1.25,0,1
1995-09-08,1.1875,1.1875,1.1875,0,1
1995-09-11,1.28125,1.28125,1.28125,0,1
1995-09-12,1.40625,1.40625,1.40625,0,1
1995-09-13,1.354167,1.354167,1.354167,0,1
1995-09-14,1.447917,1.447917,1.447917,0,1
1995-09-15,1.416667,1.416667,1.416667,0,1
1995-09-18,1.416667,1.416667,1.416667,0,1
1995-09-19,1.416667,1.416667,1.416667,0,1
1995-09-20,1.416667,1.416667,1.416667,0,1
1995-09-21,1.416667,1.416667,1.416667,0,1
1995-09-22,1.354167,1.354167,1.354167,0,1
1995-09-25,1.354167,1.354167,1.354167,0,1
1995-09-26,1.395833,1.395833,1.395833,0,1
1995-09-27,1.3125,1.3125,1.3125,0,1
1995-09-28,1.3125,1.3125,1.3125,0,1
1995-09-29,1.3125,1.3125,1.3125,0,1
1995-10-02,1.364583,1.364583,1.364583,0,1
1995-10-03,1.270833,1.270833,1.270833,0,1
1995-10-04,1.260417,1.260417,1.260417,0,1
1995-10-05,1.229167,1.229167,1.229167,0,1
1995-10-06,1.25,1.25,1.25,0,1
1995-10-09,1.208333,1.208333,1.208333,0,1
1995-10-10,1.229167,1.229167,1.229167,0,1
1995-10-11,1.34375,1.34375,1.34375,0,1
1995-10-12,1.40625,1.40625,1.40625,0,1
1995-10-13,1.5,1.5,1.5,0,1
1995-10-16,1.520833,1.520833,1.520833,0,1
1995-10-17,1.583333,1.583333,1.583333,0,1
1995-10-18,1.645833,1.645833,1.645833,0,1
1995-10-19,1.604167,1.604167,1.604167,0,1
1995-10-20,1.791667,1.791667,1.791667,0,1
1995-10-23,1.770833,1.770833,1.770833,0,1
1995-10-24,1.75,1.75,1.75,0,1
1995-10-25,1.666667,1.666667,1.666667,0,1
1995-10-26,1.520833,1.520833,1.520833,0,1
1995-10-27,1.708333,1.708333,1.708333,0,1
1995-10-30,1.854167,1.854167,1.854167,0,1
1995-10-31,1.979167,1.979167,1.979167,0,1
1995-11-01,2.416667,2.416667,2.416667,0,1
1995-11-02,2.197917,2.197917,2.197917,0,1
1995-11-03,2.270833,2.270833,2.270833,0,1
1995-11-06,2.291667,2.291667,2.291667,0,1
1995-11-07,2.270833,2.270833,2.270833,0,1
1995-11-08,2.291667,2.291667,2.291667,0,1
1995-11-09,2.328125,2.328125,2.328125,0,1
1995-11-10,2.291667,2.291667,2.291667,0,1
1995-11-13,2.1875,2.1875,2.1875,0,1
1995-11-14,2.125,2.125,2.125,0,1
1995-11-15,2.083333,2.083333,2.083333,0,1
1995-11-16,2.0625,2.0625,2.0625,0,1
1995-11-17,2.0625,2.0625,2.0625,0,1
1995-11-20,2.125,2.125,2.125,0,1
1995-11-21,2.041667,2.041667,2.041667,0,1
1995-11-22,2.083333,2.083333,2.083333,0,1
1995-11-24,2.125,2.125,2.125,0,1
1995-11-27,2.3125,2.3125,2.3125,0,1
1995-11-28,2.25,2.25,2.25,0,1
1995-11-29,2.229167,2.229167,2.229167,0,1
1995-11-30,2.291667,2.291667,2.291667,0,1
1995-12-01,2.25,2.25,2.25,0,1
1995-12-04,2.395833,2.395833,2.395833,0,1
1995-12-05,2.395833,2.395833,2.395833,0,1
1995-12-06,2.458333,2.458333,2.458333,0,1
1995-12-07,2.5,2.5,2.5,0,1
1995-12-08,2.458333,2.458333,2.458333,0,1
1995-12-11,2.395833,2.395833,2.395833,0,1
1995-12-12,2.3125,2.3125,2.3125,0,1
1995-12-13,2.354167,2.354167,2.354167,0,1
1995-12-14,2.3125,2.3125,2.3125,0,1
1995-12-15,2.3125,2.3125,2.3125,0,1
1995-12-18,2.333333,2.333333,2.333333,0,1
1995-12-19,2.5,2.5,2.5,0,1
1995-12-20,2.708333,2.708333,2.708333,0,1
1995-12-21,2.895833,2.895833,2.895833,0,1
1995-12-22,3.4375,3.4375,3.4375,0,1
1995-12-26,3.854167,3.854167,3.854167,0,1
1995-12-27,3.604167,3.604167,3.604167,0,1
1995-12-28,3.3125,3.3125,3.3125,0,1
1995-12-29,3.25,3.25,3.25,0,1
1996-01-02,3.1875,3.1875,3.1875,0,1
1996-01-03,3.395833,3.395833,3.395833,0,1
1996-01-04,3.208333,3.208333,3.208333,0,1
1996-01-05,3.1875,3.1875,3.1875,0,1
1996-01-08,3.208333,3.208333,3.208333,0,1
1996-01-09,3.208333,3.208333,3.208333,0,1
1996-01-10,2.958333,2.958333,2.958333,0,1
1996-01-11,3.247396,3.247396,3.247396,0,1
1996-01-12,3.208333,3.208333,3.208333,0,1
1996-01-15,3.25,3.25,3.25,0,1
1996-01-16,3.604167,3.604167,3.604167,0,1
1996-01-17,3.479167,3.479167,3.479167,0,1
1996-01-18,3.3125,3.3125,3.3125,0,1
1996-01-19,3.229167,3.229167,3.229167,0,1
1996-01-22,3.208333,3.208333,3.208333,0,1
1996-01-23,3.229167,3.229167,3.229167,0,1
1996-01-24,3.354167,3.354167,3.354167,0,1
1996-01-25,3.5,3.5,3.5,0,1
1996-01-26,3.4375,3.4375,3.4375,0,1
1996-01-29,3.708333,3.708333,3.708333,0,1
1996-01-30,3.583333,3.583333,3.583333,0,1
1996-01-31,3.583333,3.583333,3.583333,0,1
1996-02-01,3.729167,3.729167,3.729167,0,1
1996-02-02,3.708333,3.708333,3.708333,0,1
1996-02-05,3.5625,3.5625,3.5625,0,1
